iter	Logloss
656	0.2347987174
657	0.2345990598
658	0.2342897291
659	0.234159409
660	0.2340068697
661	0.2337531167
662	0.2335666649
663	0.2334432171
664	0.2332641167
665	0.2329514023
666	0.2325865987
667	0.2322757558
668	0.2320609461
669	0.2317494594
670	0.2315848374
671	0.2312471489
672	0.230875443
673	0.2306590612
674	0.230370692
675	0.2301382448
676	0.2299021593
677	0.2297402473
678	0.2295413533
679	0.2293411867
680	0.2291251942
681	0.2288124798
682	0.2286601352
683	0.2284500119
684	0.228235891
685	0.2279973201
686	0.2277365001
687	0.2274486998
688	0.2271904101
689	0.2268319249
690	0.2266286291
691	0.2262237592
692	0.2260219456
693	0.225758236
694	0.2255477833
695	0.2252774109
696	0.2250967834
697	0.2248427908
698	0.2245842317
699	0.2242964464
700	0.2240718747
701	0.2238074314
702	0.2236336013
703	0.2234594718
704	0.2232503966
705	0.2229320076
706	0.2226801711
707	0.2225161928
708	0.222400381
709	0.2220794467
710	0.2219102431
711	0.2216513995
712	0.2214253904
713	0.2211867147
714	0.2208874754
715	0.2207158014
716	0.2204983716
717	0.2203598765
718	0.2201300794
719	0.2200311265
720	0.2198459922
721	0.2195997105
722	0.2193700482
723	0.2190952589
724	0.2188960356
725	0.2186766444
726	0.2184422208
727	0.2182879148
728	0.2181350611
729	0.2179404343
730	0.2177530243
731	0.2174985077
732	0.2173162332
733	0.2171134015
734	0.2168397202
735	0.216611046
736	0.2165056251
737	0.2161978216
738	0.2159779063
739	0.2157012305
740	0.215563484
741	0.2153253473
742	0.2149648708
743	0.2147866088
744	0.2146404628
745	0.2145223302
746	0.2142831454
747	0.2140890277
748	0.2138668816
749	0.2136533895
750	0.2135207785
751	0.2133541652
752	0.213108138
753	0.2128804371
754	0.2127398458
755	0.2126126998
756	0.2122906126
757	0.212038821
758	0.211804652
759	0.2116248629
760	0.2113892416
761	0.2111505808
762	0.2109201998
763	0.2107587969
764	0.2106290307
765	0.2104236836
766	0.2102560971
767	0.2099901266
768	0.2096765737
769	0.2093831138
770	0.2092287179
771	0.2089556655
772	0.2087470544
773	0.2085481006
774	0.2083956811
775	0.2082091244
776	0.207974102
777	0.2077254696
778	0.2075554874
779	0.2073348385
780	0.2071519351
781	0.2069075998
782	0.2067696737
783	0.20650544
784	0.2062214277
785	0.2060773179
786	0.2059325194
787	0.2058365012
788	0.2054895447
789	0.2052635506
790	0.2050996174
791	0.2048625587
792	0.2046593526
793	0.2044786502
794	0.2043418769
795	0.2041604409
796	0.2039774926
797	0.2037528011
798	0.2034481868
799	0.2032683078
800	0.2030620175
801	0.2028348855
802	0.2025953264
803	0.2024144892
804	0.2022102052
805	0.2021034966
806	0.201937018
807	0.2016036266
808	0.2013288673
809	0.2012251532
810	0.2010125295
811	0.2008781668
812	0.2007636276
813	0.20057216
814	0.2003636238
815	0.2002191397
816	0.2000491575
817	0.1998766301
818	0.1997328347
819	0.1995371449
820	0.1993558136
821	0.1990810693
822	0.1988966387
823	0.198667171
824	0.1985124757
825	0.1982989387
826	0.1981342568
827	0.1979709524
828	0.1977979458
829	0.1976176776
830	0.1974917144
831	0.1972783421
832	0.1971408202
833	0.1968651027
834	0.1966072921
835	0.1963783784
836	0.1961757863
837	0.1960018365
838	0.1957635201
839	0.1956045427
840	0.195477756
841	0.1953131789
842	0.1951900006
843	0.1950098222
844	0.194842071
845	0.1945818499
846	0.194349253
847	0.1941706617
848	0.194048217
849	0.193875974
850	0.1936068294
851	0.1934393776
852	0.1932290147
853	0.1930943825
854	0.192847966
855	0.1926467364
856	0.192486097
857	0.1923155908
858	0.1921132682
859	0.1919914374
860	0.1918043268
861	0.1916695598
862	0.1914992183
863	0.1912807704
864	0.1911268537
865	0.1909540567
866	0.1907153361
867	0.1906424652
868	0.1905190174
869	0.1903263669
870	0.1901391665
871	0.1899027965
872	0.1897730453
873	0.1896670853
874	0.1894340991
875	0.1893205182
876	0.1890258006
877	0.1888872755
878	0.188693592
879	0.1885252718
880	0.1883628357
881	0.1882557977
882	0.1881065824
883	0.1879738516
884	0.1878621872
885	0.1876591908
886	0.1874964553
887	0.1871849985
888	0.1870089226
889	0.1868432974
890	0.1866297604
891	0.1864679232
892	0.1862691191
893	0.1860800771
894	0.185867124
895	0.1857094791
896	0.1854663117
897	0.1853433879
898	0.1852261986
899	0.1851034994
900	0.1850055347
901	0.1848324233
902	0.1846240818
903	0.1844216543
904	0.1840770935
905	0.1838935912
906	0.1837041149
907	0.1835923756
908	0.1834099813
909	0.1832019541
910	0.18305208
911	0.1828745667
912	0.1827606563
913	0.1825877845
914	0.1824346912
915	0.1823257368
916	0.1820962392
917	0.181929506
918	0.1817550621
919	0.1814966078
920	0.1813079699
921	0.1812085379
922	0.1811196166
923	0.1809212467
924	0.1807762985
925	0.180631455
926	0.1804093388
927	0.1801331721
928	0.1799520355
929	0.1798136751
930	0.1796707781
931	0.1795173555
932	0.1793017523
933	0.1790728087
934	0.1789370984
935	0.1787731352
936	0.1786433241
937	0.1784498652
938	0.1783337838
939	0.1781710333
940	0.1779946729
941	0.1777672714
942	0.1775629725
943	0.1773999076
944	0.1772577891
945	0.1770764579
946	0.1768728476
947	0.1766648804
948	0.1763896719
949	0.1761453066
950	0.1758703227
951	0.1757227393
952	0.1755774767
953	0.1753924622
954	0.1752762311
955	0.1751585776
956	0.1750768281
957	0.1749288105
958	0.1747819159
959	0.1746789654
960	0.1745272047
961	0.1744148514
962	0.1742674627
963	0.1741698873
964	0.1740339525
965	0.1739219137
966	0.1737957708
967	0.173595185
968	0.1734761391
969	0.1733492027
970	0.1731922616
971	0.1730511163
972	0.1728287456
973	0.1726449589
974	0.172556846
975	0.1724123769
976	0.1722310456
977	0.1720339334
978	0.1718257416
979	0.1717179101
980	0.1715569713
981	0.171384324
982	0.1712516532
983	0.1711219619
984	0.1709980499
985	0.170960499
986	0.1707760236
987	0.1706059366
988	0.1705229294
989	0.1704629348
990	0.1703277636
991	0.1701783236
992	0.1700216969
993	0.1698708495
994	0.1697043709
995	0.1695868222
996	0.1693413041
997	0.1692159548
998	0.1691408231
999	0.1689160268
