start_time,peak_time,end_time,peak_flux,goes_class,duration_sec,background,date,peak_datetime
777573385.0853989,777573571.085917,777573642.0861169,5.06814239997766e-06,C,258.0,3.655776481537032e-06,2024-08-22,1994-08-22T16:39:31.085917+00:00
777594983.145482,777595151.1459479,777595308.1463829,1.5999768947949633e-05,M,326.0,6.71207590130507e-06,2024-08-22,1994-08-22T22:39:11.145948+00:00
777612399.194003,777612492.1942619,777612665.194744,8.189912477973849e-06,C,267.0,3.07497566609527e-06,2024-08-22,1994-08-23T03:28:12.194262+00:00
777634051.254498,777634261.25509,777634409.2555,6.286091320362175e-06,C,359.0,3.937323526770342e-06,2024-08-22,1994-08-23T09:31:01.255090+00:00
777656251.3162609,777656473.316877,777656612.317263,3.5741020838031545e-05,M,362.0,3.3399646781617776e-06,2024-08-23,1994-08-23T15:41:13.316877+00:00
777658527.322593,777658698.323071,777658885.323591,1.0363063665863592e-05,M,359.0,5.1998990784341e-06,2024-08-23,1994-08-23T16:18:18.323071+00:00
777665911.3431339,777666307.344236,777666356.344376,8.278735549538396e-06,C,446.0,4.404413630254567e-06,2024-08-23,1994-08-23T18:25:07.344236+00:00
777693298.419351,777693453.4197819,777693607.4202119,1.7381278667016886e-05,M,310.0,3.839114469883498e-06,2024-08-23,1994-08-24T01:57:33.419782+00:00
777697102.4299649,777697516.431118,777697879.432133,1.783380503184162e-05,M,778.0,6.308648607955547e-06,2024-08-23,1994-08-24T03:05:16.431118+00:00
777703031.44654,777703326.4473649,777703378.4475119,1.165174489869969e-05,M,348.0,6.833341103629209e-06,2024-08-23,1994-08-24T04:42:06.447365+00:00
777713207.474994,777713620.476151,777713658.476252,1.1875436030095443e-05,M,452.0,4.373260253487388e-06,2024-08-23,1994-08-24T07:33:40.476151+00:00
777714087.477454,777714290.4780259,777714465.4785069,3.496018689475022e-05,M,379.0,1.3330232832231559e-05,2024-08-23,1994-08-24T07:44:50.478026+00:00
777715784.482196,777715930.4825989,777716091.4830489,5.5211443395819515e-05,M,308.0,1.5414043446071446e-05,2024-08-23,1994-08-24T08:12:10.482599+00:00
777730168.522239,777730469.52307,777730708.523741,1.6305908502545208e-05,M,541.0,3.2223217658611247e-06,2024-08-24,1994-08-24T12:14:29.523070+00:00
777740030.549676,777740229.550229,777740433.550786,7.1280628617387265e-06,C,404.0,3.532895334501518e-06,2024-08-24,1994-08-24T14:57:09.550229+00:00
777749504.57603,777749771.576769,777749773.576777,3.9310298234340735e-06,C,270.0,2.8640365599130746e-06,2024-08-24,1994-08-24T17:36:11.576769+00:00
777761729.610037,777762223.6114119,777762248.611483,6.954543096071575e-06,C,520.0,2.653135652508354e-06,2024-08-24,1994-08-24T21:03:43.611412+00:00
777778536.6567949,777778695.6572399,777778777.657472,3.93170012102928e-06,C,242.0,2.8859421945526265e-06,2024-08-24,1994-08-25T01:38:15.657240+00:00
777790088.6890559,777790296.6896399,777790353.689798,4.7244993766071275e-06,C,266.0,3.6929022826370783e-06,2024-08-24,1994-08-25T04:51:36.689640+00:00
777797555.7099429,777797910.710927,777797946.7110319,1.0375602869316936e-05,M,392.0,3.966742042393889e-06,2024-08-24,1994-08-25T06:58:30.710927+00:00
777807269.737052,777807489.737662,777807531.7377839,4.9432696869189385e-06,C,263.0,3.6036005894857226e-06,2024-08-24,1994-08-25T09:38:09.737662+00:00
777807732.738339,777808002.7390939,777808243.739766,1.4200063560565468e-05,M,512.0,6.383927939168643e-06,2024-08-24,1994-08-25T09:46:42.739094+00:00
777811968.7501329,777812209.750801,777812430.751415,7.847115739423316e-06,C,463.0,3.841605121124303e-06,2024-08-24,1994-08-25T10:56:49.750801+00:00
777813691.754921,777813864.755405,777814212.756374,1.7902772015077062e-05,M,522.0,3.0672838420287007e-06,2024-08-24,1994-08-25T11:24:24.755405+00:00
777840537.8295649,777840761.83019,777840870.830491,7.470199307135772e-06,C,334.0,2.773957703539054e-06,2024-08-25,1994-08-25T18:52:41.830190+00:00
777871205.91491,777871291.915152,777871461.915628,3.829344223049702e-06,C,257.0,2.785521473924746e-06,2024-08-25,1994-08-26T03:21:31.915152+00:00
777921887.056154,777922137.05685,777922168.0569409,7.019932581897592e-06,C,282.0,4.736148184747435e-06,2024-08-26,1994-08-26T17:28:57.056850+00:00
777941942.111931,777942229.1127319,777942255.1128069,9.180482265946921e-06,C,314.0,4.666832410293864e-06,2024-08-26,1994-08-26T23:03:49.112732+00:00
777944107.117957,777944430.1188459,777944444.1188899,1.460549083276419e-05,M,338.0,5.470199539558962e-06,2024-08-26,1994-08-26T23:40:30.118846+00:00
778007033.293321,778007274.293993,778007285.294024,3.8025248159101466e-06,C,253.0,2.802204562613042e-06,2024-08-27,1994-08-27T17:07:54.293993+00:00
778018009.3238499,778018225.3244549,778018348.324791,1.0253803338855505e-05,M,340.0,3.5444984405330615e-06,2024-08-27,1994-08-27T20:10:25.324455+00:00
778080587.498256,778080783.4987969,778080829.498924,3.8506227610923816e-06,C,243.0,2.893634245992871e-06,2024-08-28,1994-08-28T13:33:03.498797+00:00
778128945.632802,778129091.63321,778129195.6335009,5.154789960215567e-06,C,251.0,4.0080690268951e-06,2024-08-28,1994-08-29T02:58:11.633210+00:00
778140093.66397,778140252.664415,778140438.664933,6.999091965553816e-06,C,346.0,4.126239673496457e-06,2024-08-28,1994-08-29T06:04:12.664415+00:00
778176856.766376,778177094.7670339,778177150.767188,7.108653790055541e-06,C,295.0,4.606175934895873e-06,2024-08-29,1994-08-29T16:18:14.767034+00:00
778252792.977955,778253057.978691,778253058.9786919,6.459159976657247e-06,C,267.0,4.6950162868597545e-06,2024-08-30,1994-08-30T13:24:17.978691+00:00
778254349.982289,778254468.9826139,778254601.98298,7.4219133239239454e-06,C,253.0,5.9246767705189995e-06,2024-08-30,1994-08-30T13:47:48.982614+00:00
778255380.9851539,778255606.985783,778255939.986709,1.2655125829041936e-05,M,560.0,4.703333615907468e-06,2024-08-30,1994-08-30T14:06:46.985783+00:00
778266307.015538,778266675.0165579,778266722.016691,2.5598283173167147e-06,C,416.0,1.0644680514815263e-06,2024-08-30,1994-08-30T17:11:15.016558+00:00
778279897.0533409,778280041.053743,778280166.054091,7.344208370341221e-06,C,270.0,5.073272859590361e-06,2024-08-30,1994-08-30T20:54:01.053743+00:00
778292272.087758,778292415.088158,778292615.0887109,3.997695239377208e-05,M,344.0,3.8796051740064286e-06,2024-08-30,1994-08-31T00:20:15.088158+00:00
778311988.1427989,778312082.1430659,778312237.1435,5.236874585534679e-06,C,250.0,3.620708412199747e-06,2024-08-30,1994-08-31T05:48:02.143066+00:00
778337040.212646,778337349.213506,778337535.214024,1.1260873179708142e-05,M,496.0,6.43536395728006e-06,2024-08-31,1994-08-31T12:49:09.213506+00:00
778343478.230546,778343914.231759,778343931.231805,1.2358699677861296e-05,M,454.0,6.347253020067001e-06,2024-08-31,1994-08-31T14:38:34.231759+00:00
778352888.2567279,778353373.2580789,778353469.2583469,3.6851777167612454e-06,C,582.0,1.0124307436853996e-07,2024-08-31,1994-08-31T17:16:13.258079+00:00
778366457.294426,778366721.295161,778366722.295162,1.2245599464222323e-05,M,266.0,9.108289305004291e-06,2024-08-31,1994-08-31T20:58:41.295161+00:00
778376463.322256,778376609.32266,778376741.323026,9.190183845930733e-06,C,279.0,4.315100795793114e-06,2024-08-31,1994-08-31T23:43:29.322660+00:00
778380996.3348659,778381364.3358899,778381410.3360189,1.905853241623845e-05,M,415.0,8.388087735511363e-06,2024-08-31,1994-09-01T01:02:44.335890+00:00
778398285.383166,778398530.383848,778398530.383848,6.916030088177649e-06,C,246.0,5.25546602148097e-06,2024-08-31,1994-09-01T05:48:50.383848+00:00
778407318.408414,778407502.40893,778407603.40921,8.545238415536005e-06,C,286.0,5.424744358606404e-06,2024-08-31,1994-09-01T08:18:22.408930+00:00
778419450.4422059,778419597.442611,778419731.4429829,1.0464642400620505e-05,M,282.0,4.58569593320135e-06,2024-08-31,1994-09-01T11:39:57.442611+00:00
778433479.481216,778433589.481526,778433751.48198,9.612365829525515e-06,C,273.0,5.1444849304971285e-06,2024-09-01,1994-09-01T15:33:09.481526+00:00
778439558.498134,778439958.4992429,778440061.499525,4.308164079702692e-06,C,504.0,1.0446278508879914e-07,2024-09-01,1994-09-01T17:19:18.499243+00:00
778447220.519383,778447291.519578,778447500.5201559,6.834624400653411e-06,C,281.0,5.110814981890144e-06,2024-09-01,1994-09-01T19:21:31.519578+00:00
778449314.525195,778449465.5256159,778449617.526039,1.4951941921026446e-05,M,304.0,5.5020077525114175e-06,2024-09-01,1994-09-01T19:57:45.525616+00:00
778492650.646061,778492814.6465039,778492898.646739,1.1364082638465334e-05,M,249.0,7.887277206464205e-06,2024-09-01,1994-09-02T08:00:14.646504+00:00
778502636.6738939,778502939.674739,778503013.6749469,1.546436942589935e-05,M,378.0,7.528607966378331e-06,2024-09-01,1994-09-02T10:48:59.674739+00:00
778526131.7392559,778526925.7414609,778526926.74147,1.9404542399570346e-05,M,796.0,1.0390191107489954e-07,2024-09-02,1994-09-02T17:28:45.741461+00:00
778554976.819392,778555442.820691,778555442.820691,1.812097616493702e-05,M,467.0,7.923176781332586e-06,2024-09-02,1994-09-03T01:24:02.820691+00:00
778577291.8817819,778577450.882227,778577550.8825029,9.379938092024531e-06,C,260.0,5.350081210053759e-06,2024-09-02,1994-09-03T07:30:50.882227+00:00
778582779.8971059,778582957.8976029,778583152.898145,1.827721825975459e-05,M,374.0,8.612821147835348e-06,2024-09-02,1994-09-03T09:02:37.897603+00:00
778588888.9141229,778589211.91502,778589211.91502,9.719145964481868e-06,C,324.0,6.346499503706582e-06,2024-09-02,1994-09-03T10:46:51.915020+00:00
778597982.939415,778598191.9399979,778598290.9402709,7.90176636655815e-06,C,309.0,5.391570994106587e-06,2024-09-03,1994-09-03T13:16:31.939998+00:00
778612671.980277,778613087.981436,778613109.9814969,5.164844878891017e-06,C,439.0,1.0896081192868223e-07,2024-09-03,1994-09-03T17:24:47.981436+00:00
778619908.000332,778620150.001004,778620291.0013939,1.5119157069420908e-05,M,384.0,5.178246283321641e-06,2024-09-03,1994-09-03T19:22:30.001004+00:00
778629495.0269439,778629637.0273349,778629742.02763,5.651110768667422e-06,C,248.0,4.140925739193335e-06,2024-09-03,1994-09-03T22:00:37.027335+00:00
778632358.034899,778632627.03565,778632758.036016,8.875517778506037e-06,C,401.0,4.895672191196354e-06,2024-09-03,1994-09-03T22:50:27.035650+00:00
778651126.0872079,778651325.0877609,778651515.088298,3.39972939400468e-05,M,390.0,4.072873252880527e-06,2024-09-03,1994-09-04T04:02:05.087761+00:00
778657783.1058489,778658073.1066589,778658089.106704,7.554642706963932e-06,C,307.0,4.999470093025593e-06,2024-09-03,1994-09-04T05:54:33.106659+00:00
778690228.196276,778690507.197048,778690508.1970559,1.4823688616161235e-05,M,281.0,7.385138360405108e-06,2024-09-04,1994-09-04T14:55:07.197048+00:00
778699190.2212039,778699608.2223649,778699613.222381,7.683552212256473e-06,C,424.0,1.003948213451622e-07,2024-09-04,1994-09-04T17:26:48.222365+00:00
