start_time,peak_time,end_time,peak_flux,goes_class,duration_sec,background,date,peak_datetime
768532811.8593459,768532998.859867,768533247.860561,3.7934314605081454e-05,M,437.0,1.1088023711636197e-05,2024-05-09,1994-05-10T01:23:18.859867+00:00
768547749.9011179,768548485.903165,768548488.90317,0.00010884551738854498,X,740.0,9.457939995627385e-06,2024-05-09,1994-05-10T05:41:25.903165+00:00
768566291.9529049,768566496.95348,768566640.95388,2.720840166148264e-05,M,350.0,1.7986949387704954e-05,2024-05-09,1994-05-10T10:41:36.953480+00:00
768570462.964527,768570675.965122,768570776.965403,1.634885666135233e-05,M,315.0,8.48129184305435e-06,2024-05-09,1994-05-10T11:51:15.965122+00:00
768583481.0007919,768583732.001491,768583732.001491,1.4483623090200126e-05,M,252.0,1.0920592103502713e-05,2024-05-10,1994-05-10T15:28:52.001491+00:00
768593994.030077,768594230.030733,768594262.0308169,1.3680381016456522e-05,M,269.0,9.189287993649486e-06,2024-05-10,1994-05-10T18:23:50.030733+00:00
768594730.032125,768595165.033338,768595167.033343,4.50445368187502e-05,M,438.0,1.703051930235233e-05,2024-05-10,1994-05-10T18:39:25.033338+00:00
768595301.033716,768595971.0355879,768595972.035587,0.0003889547660946846,X,672.0,5.470653923111968e-05,2024-05-10,1994-05-10T18:52:51.035588+00:00
768607948.0689529,768608066.069279,768608223.0697199,2.307551767444238e-05,M,276.0,1.3356321687751915e-05,2024-05-10,1994-05-10T22:14:26.069279+00:00
768621702.107293,768622268.1088719,768622278.1089059,5.99315608269535e-05,M,577.0,7.695959538978059e-06,2024-05-10,1994-05-11T02:11:08.108872+00:00
768634531.143171,768634751.1437889,768634770.143844,1.257326039194595e-05,M,240.0,1.1598263881751336e-05,2024-05-10,1994-05-11T05:39:11.143789+00:00
768637199.150635,768637442.15132,768637442.15132,9.094566848943941e-06,C,244.0,6.945182121853577e-06,2024-05-10,1994-05-11T06:24:02.151320+00:00
768638251.1535809,768638610.154585,768638610.154585,1.4078267668082844e-05,M,360.0,1.0172504516958725e-05,2024-05-10,1994-05-11T06:43:30.154585+00:00
768638731.154927,768638887.155358,768638970.155592,1.808116394386161e-05,M,240.0,1.6623811461613514e-05,2024-05-10,1994-05-11T06:48:07.155358+00:00
768647136.1784099,768647284.178819,768647446.179274,3.940279930247925e-05,M,311.0,1.558399344503414e-05,2024-05-10,1994-05-11T09:08:04.178819+00:00
768661989.219801,768662570.2214179,768662578.221444,0.000586547190323472,X,590.0,1.287458508159034e-05,2024-05-11,1994-05-11T13:22:50.221418+00:00
768694186.3095089,768694544.3104969,768694547.3105099,2.9550707040471025e-05,M,362.0,1.847447856562212e-05,2024-05-11,1994-05-11T22:15:44.310497+00:00
768698812.322392,768699618.3246399,768699622.324649,0.00014309784455690533,X,811.0,2.034991848631762e-05,2024-05-11,1994-05-11T23:40:18.324640+00:00
768711807.3586509,768712423.360372,768712423.360372,7.047558028716594e-05,M,617.0,1.8684606402530335e-05,2024-05-11,1994-05-12T03:13:43.360372+00:00
768731936.414956,768732065.415319,768732249.415829,1.2558530215756036e-05,M,314.0,7.664887561986689e-06,2024-05-11,1994-05-12T08:41:05.415319+00:00
768733322.4188269,768733633.4196969,768733644.41973,9.438717825105414e-06,C,323.0,6.61145804770058e-06,2024-05-11,1994-05-12T09:07:13.419697+00:00
768745435.4525989,768745703.4533429,768745764.453514,6.681767445115838e-06,C,330.0,5.380024049372878e-06,2024-05-12,1994-05-12T12:28:23.453343+00:00
768746538.455663,768746708.456136,768747057.457109,3.265013583586551e-05,M,520.0,5.309935659170151e-06,2024-05-12,1994-05-12T12:45:08.456136+00:00
768764482.5056779,768765027.5071939,768765028.507195,2.3847171178204007e-05,M,547.0,7.0353680712287314e-06,2024-05-12,1994-05-12T17:50:27.507194+00:00
768789280.5747839,768789674.5758829,768789674.5758829,1.678238550084643e-05,M,395.0,7.2458069553249516e-06,2024-05-12,1994-05-13T00:41:14.575883+00:00
768793537.5866649,768793629.5869169,768793782.5873419,1.046539910021238e-05,M,246.0,6.6341908677713946e-06,2024-05-12,1994-05-13T01:47:09.586917+00:00
768793925.587747,768794171.588432,768794174.58844,1.5674197129555978e-05,M,250.0,1.1689950042637065e-05,2024-05-12,1994-05-13T01:56:11.588432+00:00
768802445.611576,768803137.613511,768803161.61358,0.00010129572183359414,X,717.0,7.75494390836684e-06,2024-05-12,1994-05-13T04:25:37.613511+00:00
768817435.653512,768817908.6548289,768817930.654894,4.967357745044865e-05,M,496.0,6.323361958493479e-06,2024-05-12,1994-05-13T08:31:48.654829+00:00
768823390.670136,768823542.6705569,768823665.670897,1.1740618901967537e-05,M,276.0,8.011014870135114e-06,2024-05-12,1994-05-13T10:05:42.670557+00:00
768860034.772265,768860338.7731099,768860357.773163,1.2983835404156707e-05,M,324.0,7.94284187577432e-06,2024-05-13,1994-05-13T20:18:58.773110+00:00
768877329.820459,768877716.8215439,768877716.8215439,3.60657722922042e-05,M,388.0,1.87040313903708e-05,2024-05-13,1994-05-14T01:08:36.821544+00:00
768909287.909807,768909569.910589,768909893.911492,1.6108155250549316e-05,M,607.0,6.07899983151583e-06,2024-05-13,1994-05-14T09:59:29.910589+00:00
768922683.9471359,768923156.9484559,768923156.9484559,2.4222246793215163e-05,M,474.0,1.2923464055347722e-05,2024-05-14,1994-05-14T13:45:56.948456+00:00
768924326.951715,768924567.952387,768925077.953808,0.00017040000238921493,X,752.0,2.324518936802633e-05,2024-05-14,1994-05-14T14:09:27.952387+00:00
768962742.058777,768963325.060404,768963828.061813,0.0001236888929270208,X,1087.0,1.0032542377302889e-05,2024-05-14,1994-05-15T00:55:25.060404+00:00
768977179.099136,768977502.100044,768978035.101538,0.0008717859163880348,X,857.0,6.626170033996459e-06,2024-05-14,1994-05-15T04:51:42.100044+00:00
768979809.106501,768980126.107387,768980126.107387,4.283029556972906e-05,M,318.0,2.854300146282185e-05,2024-05-14,1994-05-15T05:35:26.107387+00:00
769033379.255943,769034268.258418,769034310.258534,0.0003454858378972858,X,932.0,1.1476910003693774e-05,2024-05-15,1994-05-15T20:37:48.258418+00:00
769053546.3121669,769053937.313264,769053939.313272,2.8902415579068474e-05,M,394.0,1.3347296771826223e-05,2024-05-15,1994-05-16T02:05:37.313264+00:00
769055029.3163179,769055758.318357,769055758.318357,0.00027930212672799826,X,730.0,4.142184479860589e-05,2024-05-15,1994-05-16T02:35:58.318357+00:00
769118035.4921609,769118423.493245,769118490.493433,9.267072528018616e-06,C,456.0,2.964276518468978e-06,2024-05-16,1994-05-16T20:00:23.493245+00:00
769149437.579791,769149649.580388,769149715.58057,4.647294190363027e-06,C,279.0,2.792454552036361e-06,2024-05-16,1994-05-17T04:40:49.580388+00:00
769163427.6189259,769163643.619532,769163774.619898,5.002350917493459e-06,C,348.0,2.5063084194698604e-06,2024-05-16,1994-05-17T08:34:03.619532+00:00
769181997.670697,769182379.6717659,769182473.6720229,8.784179044596385e-06,C,477.0,4.161262040724978e-06,2024-05-17,1994-05-17T13:46:19.671766+00:00
769250574.8621119,769251935.865914,769251935.865914,6.630338612012565e-05,M,1362.0,2.9205039027146995e-06,2024-05-17,1994-05-18T09:05:35.865914+00:00
769282462.951011,769282697.951671,769282964.9524109,7.27850920156925e-06,C,503.0,2.572615358076291e-06,2024-05-18,1994-05-18T17:38:17.951671+00:00
769335283.0985049,769335359.098712,769335591.099363,4.074914158991305e-06,C,309.0,2.0689485609182157e-06,2024-05-18,1994-05-19T08:15:59.098712+00:00
769398092.273631,769398276.2741469,769398337.2743169,1.990738201129716e-05,M,246.0,2.0877471342828358e-06,2024-05-19,1994-05-20T01:44:36.274147+00:00
769427688.356406,769427993.3572559,769428127.357634,1.6701180356903933e-05,M,440.0,3.7206391425570473e-06,2024-05-19,1994-05-20T09:59:53.357256+00:00
769455916.435099,769456395.436438,769456395.436438,6.667474735877477e-06,C,480.0,2.782254341582302e-06,2024-05-20,1994-05-20T17:53:15.436438+00:00
769548435.6933349,769548764.694251,769549020.69496,4.895677193417214e-06,C,586.0,2.5835615815594792e-06,2024-05-21,1994-05-21T19:32:44.694251+00:00
769570352.75445,769570602.755142,769570788.7556679,7.156475476222113e-06,C,437.0,2.022219405262149e-06,2024-05-21,1994-05-22T01:36:42.755142+00:00
769572307.759908,769572771.761207,769572772.7612059,6.6296411205257755e-06,C,466.0,2.07295465770585e-06,2024-05-21,1994-05-22T02:12:51.761207+00:00
769579199.779184,769579528.780105,769579935.7812409,7.005173301877221e-06,C,737.0,2.4600778942840407e-06,2024-05-21,1994-05-22T04:05:28.780105+00:00
769591560.8137879,769591912.814768,769592257.815738,2.018173472606577e-05,M,698.0,2.1525811462197453e-06,2024-05-21,1994-05-22T07:31:52.814768+00:00
769619306.891187,769619616.892061,769620096.893397,1.533902650407981e-05,M,791.0,2.314059429409099e-06,2024-05-22,1994-05-22T15:13:36.892061+00:00
769621481.897257,769621947.8985549,769621947.8985549,1.1778563930420205e-05,M,467.0,5.994779257889604e-06,2024-05-22,1994-05-22T15:52:27.898555+00:00
769658358.00008,769658697.0010259,769658997.0018669,1.243218230229104e-05,M,640.0,5.854068604094209e-06,2024-05-22,1994-05-23T02:04:57.001026+00:00
769676078.0496739,769676256.0501729,769676350.050431,7.446236850228161e-06,C,273.0,4.638919108401751e-06,2024-05-22,1994-05-23T06:57:36.050173+00:00
769700914.118982,769701113.11954,769701229.119864,8.699300451553427e-06,C,316.0,3.599165893319878e-06,2024-05-23,1994-05-23T13:51:53.119540+00:00
769702151.122435,769702566.123596,769702713.1240029,4.276597246644087e-05,M,563.0,7.244455446198117e-06,2024-05-23,1994-05-23T14:16:06.123596+00:00
769709440.142759,769709795.143745,769709797.143755,1.1792049917858094e-05,M,358.0,7.863786777306814e-06,2024-05-23,1994-05-23T16:16:35.143745+00:00
769718390.167715,769718574.168229,769718693.168561,9.955272616934963e-06,C,304.0,3.86536021323991e-06,2024-05-23,1994-05-23T18:42:54.168229+00:00
769727721.19374,769728108.1948149,769728262.1952419,8.771959073783364e-06,C,542.0,3.6846774946752703e-06,2024-05-23,1994-05-23T21:21:48.194815+00:00
769741025.2308309,769741559.2323229,769741559.2323229,1.604421777301468e-05,M,535.0,6.346155259961961e-06,2024-05-23,1994-05-24T01:05:59.232323+00:00
769751747.260816,769751893.2612189,769752043.261644,1.1032557267753873e-05,M,297.0,5.910573690925958e-06,2024-05-23,1994-05-24T03:58:13.261219+00:00
769765445.299151,769765578.2995249,769765735.299963,6.1509695115091745e-06,C,291.0,2.575111921032658e-06,2024-05-23,1994-05-24T07:46:18.299525+00:00
769768199.30685,769768482.307642,769768576.307907,6.718909844494192e-06,C,378.0,2.6523268843448022e-06,2024-05-23,1994-05-24T08:34:42.307642+00:00
769771332.3156049,769771517.316123,769771609.3163769,4.209470262139803e-06,C,278.0,2.904529083025409e-06,2024-05-23,1994-05-24T09:25:17.316123+00:00
769790520.3691139,769790777.369831,769790783.3698449,4.619124865712365e-06,C,264.0,3.4074550967488904e-06,2024-05-24,1994-05-24T14:46:17.369831+00:00
769809465.421948,769809690.422565,769809829.422957,1.0967599337163847e-05,M,365.0,4.677022388932528e-06,2024-05-24,1994-05-24T20:01:30.422565+00:00
769813094.432063,769813251.432501,769813339.432745,9.431219041289296e-06,C,246.0,6.517765086755389e-06,2024-05-24,1994-05-24T21:00:51.432501+00:00
769830802.4814659,769831106.482314,769831154.48245,3.471876652838546e-06,C,353.0,2.3296445306186797e-06,2024-05-24,1994-05-25T01:58:26.482314+00:00
769853533.545069,769854089.5466269,769854137.546759,1.3910583220422268e-05,M,605.0,1.8670996269065654e-06,2024-05-24,1994-05-25T08:21:29.546627+00:00
769929787.7578759,769929944.758317,769930201.759035,5.991470970911905e-06,C,415.0,1.8233055243399576e-06,2024-05-25,1994-05-26T05:25:44.758317+00:00
769956282.8318759,769956519.8325349,769956580.832706,3.991526682511903e-06,C,299.0,2.4666101126058493e-06,2024-05-26,1994-05-26T12:48:39.832535+00:00
769987894.920025,769988196.9208679,769988257.921041,5.354941094992682e-06,C,364.0,2.3102877548808465e-06,2024-05-26,1994-05-26T21:36:36.920868+00:00
770004273.9657359,770004532.966443,770004566.96654,5.005098955734866e-06,C,294.0,3.247391305194469e-06,2024-05-26,1994-05-27T02:08:52.966443+00:00
770011510.985974,770011773.9867109,770011773.9867109,3.457606908341404e-06,C,264.0,2.4253733954537893e-06,2024-05-26,1994-05-27T04:09:33.986711+00:00
770013364.991162,770013743.9922249,770013746.992237,6.0198153732926585e-06,C,383.0,3.0510614124068525e-06,2024-05-26,1994-05-27T04:42:23.992225+00:00
770064947.135157,770065687.137224,770065687.137224,0.0002845371491275728,X,741.0,3.719420647030347e-06,2024-05-27,1994-05-27T19:08:07.137224+00:00
770131828.321945,770131987.322385,770132105.3227179,7.74619184085168e-06,C,278.0,4.545891897578258e-06,2024-05-28,1994-05-28T13:33:07.322385+00:00
770139641.343727,770139803.34418,770139950.344594,7.955756700539496e-06,C,310.0,3.1347485673904885e-06,2024-05-28,1994-05-28T15:43:23.344180+00:00
770144767.358033,770144997.358668,770145055.358824,4.400484613142908e-06,C,289.0,2.907757789216703e-06,2024-05-28,1994-05-28T17:09:57.358668+00:00
770163689.410793,770163896.4113669,770164000.411662,7.658114554942586e-06,C,312.0,4.560684374155244e-06,2024-05-28,1994-05-28T22:24:56.411367+00:00
770164934.4142699,770165159.4148899,770165347.4154149,8.607401468907483e-06,C,414.0,5.529937425308162e-06,2024-05-28,1994-05-28T22:45:59.414890+00:00
770193558.494288,770193714.494726,770193868.4951559,9.2541367848753e-06,C,311.0,3.9604487938049715e-06,2024-05-28,1994-05-29T06:41:54.494726+00:00
770197577.505536,770197772.5060819,770197942.5065529,7.331263532250887e-06,C,366.0,3.764386747207027e-06,2024-05-28,1994-05-29T07:49:32.506082+00:00
770211147.5434159,770211430.5442059,770211535.5444939,8.102547326416243e-06,C,389.0,3.948422090616077e-06,2024-05-28,1994-05-29T11:37:10.544206+00:00
770216665.5587939,770216761.5590609,770216999.5597279,1.3434892935038079e-05,M,335.0,7.764928341202904e-06,2024-05-29,1994-05-29T13:06:01.559061+00:00
770236749.61481,770237077.615726,770237078.6157299,1.4535186892317142e-05,M,330.0,8.429806257481687e-06,2024-05-29,1994-05-29T18:44:37.615726+00:00
770246855.643,770247162.643857,770247380.6444609,8.398377758567221e-06,C,526.0,3.8043845052015968e-06,2024-05-29,1994-05-29T21:32:42.643857+00:00
770253383.661196,770253686.662046,770253882.6625869,1.9017448721569963e-05,M,500.0,3.58959982804663e-06,2024-05-29,1994-05-29T23:21:26.662046+00:00
770259154.677297,770259319.677763,770259468.678175,2.627928006404545e-05,M,315.0,5.0051721700583585e-06,2024-05-29,1994-05-30T00:55:19.677763+00:00
770264249.6915339,770264985.6935949,770264985.6935949,0.00013578931975644082,X,737.0,1.5698777133366093e-05,2024-05-29,1994-05-30T02:29:45.693595+00:00
770279764.7349629,770280088.735873,770280224.736252,5.783380038337782e-05,M,461.0,3.2151900086319074e-05,2024-05-29,1994-05-30T06:41:28.735873+00:00
770324157.858842,770324838.860747,770324839.8607459,9.784931535250507e-06,C,683.0,2.7399094051361317e-06,2024-05-30,1994-05-30T19:07:18.860747+00:00
770366534.977209,770366782.977904,770367153.978943,6.87323154124897e-06,C,620.0,2.3442246401828015e-06,2024-05-30,1994-05-31T06:46:22.977904+00:00
770394706.055833,770394890.0563389,770395005.0566629,7.640022886334918e-06,C,300.0,2.999084472321556e-06,2024-05-31,1994-05-31T14:34:50.056339+00:00
770398355.066008,770398636.0667889,770399016.067848,9.931568456522655e-06,C,662.0,2.849244083336089e-06,2024-05-31,1994-05-31T15:37:16.066789+00:00
770408282.093689,770408463.094195,770408528.094376,2.5681515580799896e-06,C,247.0,1.8915876580649638e-06,2024-05-31,1994-05-31T18:21:03.094195+00:00
770425989.143063,770426439.1443269,770426915.145651,1.0886757081607357e-05,M,927.0,2.1315547655831324e-06,2024-05-31,1994-05-31T23:20:39.144327+00:00
770431139.157437,770431255.157759,770431493.158425,5.629746283375425e-06,C,355.0,2.289856183779193e-06,2024-05-31,1994-06-01T00:40:55.157759+00:00
770447850.204176,770448210.205184,770448220.205215,5.465442427521339e-06,C,371.0,3.2536772778257728e-06,2024-05-31,1994-06-01T05:23:30.205184+00:00
770464751.2514429,770464999.2521349,770465269.252887,0.00011811958393082023,X,519.0,3.824253781203879e-06,2024-05-31,1994-06-01T10:03:19.252135+00:00
770489619.3207949,770489884.321537,770489943.3217009,3.913623459084192e-06,C,325.0,2.239517016278114e-06,2024-06-01,1994-06-01T16:58:04.321537+00:00
770497062.341556,770497311.3422489,770497546.342901,7.699835805397015e-06,C,485.0,3.6821181765844813e-06,2024-06-01,1994-06-01T19:01:51.342249+00:00
770503184.358621,770503727.3601379,770504176.3613919,0.00014332245336845517,X,993.0,6.134480827313382e-06,2024-06-01,1994-06-01T20:48:47.360138+00:00
770538654.457726,770538994.458673,770539100.458969,0.00010170679888688028,X,447.0,3.243400215069414e-06,2024-06-01,1994-06-02T06:36:34.458673+00:00
770566722.536075,770566962.5367429,770567044.5369719,5.27326164956321e-06,C,323.0,3.599139290599851e-06,2024-06-02,1994-06-02T14:22:42.536743+00:00
770575469.560472,770575848.56153,770575903.5616859,1.2294467524043284e-05,M,435.0,4.823688414035132e-06,2024-06-02,1994-06-02T16:50:48.561530+00:00
770581520.5773519,770581689.57782,770581770.578046,3.6107289815845434e-06,C,251.0,2.593902763692313e-06,2024-06-02,1994-06-02T18:28:09.577820+00:00
770590010.601022,770590200.601555,770590445.602237,2.099119228660129e-05,M,436.0,3.862883659166982e-06,2024-06-02,1994-06-02T20:50:00.601555+00:00
770597759.6226269,770597987.6232619,770598026.6233729,5.859275006514508e-06,C,268.0,4.257189175405074e-06,2024-06-02,1994-06-02T22:59:47.623262+00:00
770622774.6925529,770622949.693044,770623296.6940149,5.71891678191605e-06,C,523.0,2.6723153041530168e-06,2024-06-02,1994-06-03T05:55:49.693044+00:00
770646347.7583929,770646648.759236,770646772.75958,9.44742623687489e-06,C,426.0,2.4274409042845946e-06,2024-06-03,1994-06-03T12:30:48.759236+00:00
770663080.805071,770663426.806036,770663432.8060579,6.53513006909634e-06,C,353.0,4.003705271315994e-06,2024-06-03,1994-06-03T17:10:26.806036+00:00
770669141.821978,770669402.822703,770669517.823018,5.7157312767230906e-06,C,377.0,3.3907731449289713e-06,2024-06-03,1994-06-03T18:50:02.822703+00:00
770678885.8491479,770679033.8495669,770679135.8498499,5.100328962726053e-06,C,251.0,2.7116875571664423e-06,2024-06-03,1994-06-03T21:30:33.849567+00:00
770686715.870979,770687029.871858,770687073.8719809,5.185941972740693e-06,C,359.0,3.1657905310567003e-06,2024-06-03,1994-06-03T23:43:49.871858+00:00
770687506.8731929,770687714.873768,770687913.874323,3.2910909794736654e-05,M,408.0,5.335152764018858e-06,2024-06-03,1994-06-03T23:55:14.873768+00:00
770689247.878047,770689640.8791399,770689730.8793939,2.929263973783236e-05,M,484.0,4.155025635554921e-06,2024-06-03,1994-06-04T00:27:20.879140+00:00
770695250.894809,770695916.896672,770696479.898252,4.833021012018435e-05,M,1230.0,3.499545300655882e-06,2024-06-03,1994-06-04T02:11:56.896672+00:00
770733937.002954,770734261.003858,770734263.0038689,3.7851445995329414e-06,C,327.0,2.3689265162829543e-06,2024-06-04,1994-06-04T12:51:01.003858+00:00
770753801.0583509,770754461.060197,770754462.060195,2.3241476810653694e-05,M,662.0,6.773062978027156e-06,2024-06-04,1994-06-04T18:27:41.060197+00:00
770787210.151588,770787498.15239,770787503.1524049,4.754257133754436e-06,C,294.0,2.971429239551071e-06,2024-06-04,1994-06-05T03:38:18.152390+00:00
770829445.2695739,770829787.270525,770829881.2707839,5.844390670972643e-06,C,437.0,2.8363940600684145e-06,2024-06-05,1994-06-05T15:23:07.270525+00:00
770848770.3234639,770849779.326283,770849802.326345,3.506526991259307e-05,M,1033.0,3.740042302524671e-06,2024-06-05,1994-06-05T20:56:19.326283+00:00
770853640.3370379,770854024.3381159,770854027.3381189,2.6295358111383393e-05,M,388.0,1.5335466741817072e-05,2024-06-05,1994-06-05T22:07:04.338116+00:00
770904431.478951,770904723.479766,770904723.479766,9.287317880080082e-06,C,293.0,6.016893166815862e-06,2024-06-06,1994-06-06T12:12:03.479766+00:00
770921661.526999,770921837.527491,770921971.527866,6.429670065699611e-06,C,311.0,3.9882975215732586e-06,2024-06-06,1994-06-06T16:57:17.527491+00:00
770935291.5650179,770935768.566347,770935769.56635,7.991925485839602e-06,C,479.0,4.087356046511559e-06,2024-06-06,1994-06-06T20:49:28.566347+00:00
770957772.6277629,770958401.629525,770958402.6295229,6.133326678536832e-05,M,631.0,6.149273303890368e-06,2024-06-06,1994-06-07T03:06:41.629525+00:00
770975337.676929,770975523.677451,770975697.67794,8.018801054276992e-06,C,361.0,3.21708421324729e-06,2024-06-06,1994-06-07T07:52:03.677451+00:00
770978344.685333,770978483.685727,770978600.6860479,8.807939593680203e-06,C,257.0,6.914506229804829e-06,2024-06-06,1994-06-07T08:41:23.685727+00:00
770992087.723679,770992352.724419,770992409.724577,7.599028776894556e-06,C,323.0,4.714497663371731e-06,2024-06-07,1994-06-07T12:32:32.724419+00:00
771003792.7563289,771004029.756989,771004031.756995,6.744764505128842e-06,C,240.0,5.187051101529505e-06,2024-06-07,1994-06-07T15:47:09.756989+00:00
771016377.791425,771016641.7921569,771016641.7921569,7.690237907809205e-06,C,265.0,5.540855909202946e-06,2024-06-07,1994-06-07T19:17:21.792157+00:00
771021892.806801,771022081.807328,771022209.807688,9.10010658117244e-06,C,318.0,4.1175976548402105e-06,2024-06-07,1994-06-07T20:48:01.807328+00:00
771022623.808844,771022945.8097409,771022945.8097409,1.6571601008763537e-05,M,323.0,1.0654561265255325e-05,2024-06-07,1994-06-07T21:02:25.809741+00:00
771023109.810194,771023535.811387,771023536.811388,4.0209215512732044e-05,M,428.0,2.0329447579570115e-05,2024-06-07,1994-06-07T21:12:15.811387+00:00
771034283.841355,771034653.842391,771034653.842391,6.948835107323248e-06,C,371.0,4.066858764417702e-06,2024-06-07,1994-06-08T00:17:33.842391+00:00
771049051.8826369,771049300.883332,771049300.883332,1.2663653251365758e-05,M,250.0,9.577194759913255e-06,2024-06-07,1994-06-08T04:21:40.883332+00:00
771078317.964428,771078497.964929,771078805.965794,1.876281385193579e-05,M,489.0,4.454650479601696e-06,2024-06-08,1994-06-08T12:28:17.964929+00:00
771079573.967929,771079890.96881,771080029.9692019,3.415472383494489e-05,M,457.0,1.5532246834482066e-05,2024-06-08,1994-06-08T12:51:30.968810+00:00
771082148.975104,771082905.977221,771082905.977221,8.612620877102017e-05,M,758.0,1.5846057067392394e-05,2024-06-08,1994-06-08T13:41:45.977221+00:00
771096237.0143939,771096460.01502,771096597.015404,1.5458765119547024e-05,M,361.0,6.582691639778204e-06,2024-06-08,1994-06-08T17:27:40.015020+00:00
771107924.0469949,771108183.047719,771108259.0479319,1.2408448128553573e-05,M,336.0,6.729424512741389e-06,2024-06-08,1994-06-08T20:43:03.047719+00:00
771139328.134714,771139555.135348,771139678.1356939,5.836535365233431e-06,C,351.0,3.743765091712703e-06,2024-06-08,1994-06-09T05:25:55.135348+00:00
771152409.1713129,771152542.1716859,771152730.1722139,1.0250606464978773e-05,M,322.0,4.369655471236911e-06,2024-06-08,1994-06-09T09:02:22.171686+00:00
771172785.22815,771172948.2286069,771173057.2289139,5.324713129084557e-06,C,273.0,3.8017301449144725e-06,2024-06-09,1994-06-09T14:42:28.228607+00:00
771188175.271066,771188450.271838,771188554.272126,1.675472958595492e-05,M,380.0,2.950218004116323e-06,2024-06-09,1994-06-09T19:00:50.271838+00:00
771220546.361422,771220708.3618729,771220787.362093,3.293645022495184e-06,C,242.0,2.6517857349972473e-06,2024-06-09,1994-06-10T03:58:28.361873+00:00
771271285.5031049,771271776.50448,771272113.5054209,3.318833842058666e-05,M,829.0,4.293750407668995e-06,2024-06-10,1994-06-10T18:09:36.504480+00:00
771284693.5404949,771285180.5418539,771285184.541862,1.6593468899372965e-05,M,492.0,2.5773074412427377e-06,2024-06-10,1994-06-10T21:53:00.541854+00:00
771289524.5539639,771289685.5544139,771289807.5547509,0.00015529886877629906,X,284.0,6.862432201160118e-05,2024-06-10,1994-06-10T23:08:05.554414+00:00
771297935.577434,771298153.578041,771298378.578669,1.3910910638514906e-05,M,444.0,8.242179319495335e-06,2024-06-10,1994-06-11T01:29:13.578041+00:00
771315532.626666,771316466.629282,771316466.629282,8.598688873462379e-05,M,935.0,8.009728844626807e-06,2024-06-10,1994-06-11T06:34:26.629282+00:00
771347490.7158719,771347870.716937,771347873.7169429,7.003984137554653e-06,C,384.0,3.880234999087406e-06,2024-06-11,1994-06-11T15:17:50.716937+00:00
771352391.729548,771352771.7306039,771352771.7306039,8.485150829073973e-06,C,381.0,4.055184490425745e-06,2024-06-11,1994-06-11T16:39:31.730604+00:00
771414711.9036059,771415009.9044379,771415010.9044399,2.752206000877777e-06,C,300.0,1.9116221210424555e-06,2024-06-11,1994-06-12T09:56:49.904438+00:00
771441423.9781929,771441719.979015,771441813.979277,3.790823711824487e-06,C,391.0,2.7045362003264017e-06,2024-06-12,1994-06-12T17:21:59.979015+00:00
771469091.055465,771469527.0566889,771469529.0566889,4.247010565450182e-06,C,439.0,2.161250449717045e-06,2024-06-12,1994-06-13T01:05:27.056689+00:00
771503517.151884,771504312.1541059,771504314.1541109,1.1956977687077597e-05,M,798.0,4.026270744361682e-06,2024-06-12,1994-06-13T10:45:12.154106+00:00
771562930.317884,771563403.3191999,771563405.319209,4.973014711140422e-06,C,476.0,2.5502952212264063e-06,2024-06-13,1994-06-14T03:10:03.319200+00:00
771568649.333911,771569111.335204,771569262.3356299,3.249173823860474e-05,M,614.0,3.5155169371137163e-06,2024-06-13,1994-06-14T04:45:11.335204+00:00
771576722.35655,771576870.356965,771577037.357435,9.242632586392574e-06,C,316.0,4.7689341045042966e-06,2024-06-13,1994-06-14T06:54:30.356965+00:00
771579894.365438,771580243.366411,771580244.3664119,7.910787644505035e-06,C,351.0,4.027460363431601e-06,2024-06-13,1994-06-14T07:50:43.366411+00:00
771610773.451718,771611505.453766,771611991.455114,2.474325265211519e-05,M,1219.0,2.7463536298455438e-06,2024-06-14,1994-06-14T16:31:45.453766+00:00
771634992.5193499,771635118.519707,771635244.5200549,6.467726507253246e-06,C,253.0,4.421878202265361e-06,2024-06-14,1994-06-14T23:05:18.519707+00:00
771719515.755656,771719677.756112,771719790.756426,3.696403382491553e-06,C,276.0,2.049948079729802e-06,2024-06-15,1994-06-15T22:34:37.756112+00:00
771721384.7608709,771721517.7612469,771721638.761581,5.074077307654079e-06,C,255.0,3.069369768127217e-06,2024-06-15,1994-06-15T23:05:17.761247+00:00
771726790.775957,771726971.7764579,771727105.776832,5.791192506876541e-06,C,316.0,3.163913333992241e-06,2024-06-15,1994-06-16T00:36:11.776458+00:00
771742591.820164,771742801.820755,771742900.821029,5.643025360768661e-06,C,310.0,2.202177483923151e-06,2024-06-15,1994-06-16T05:00:01.820755+00:00
771745603.828604,771745727.828951,771745953.829584,3.7965301089570858e-06,C,351.0,2.3970749225554755e-06,2024-06-15,1994-06-16T05:48:47.828951+00:00
771746979.832454,771747204.833085,771747276.8332839,6.171721452119527e-06,C,298.0,2.3006157334748423e-06,2024-06-15,1994-06-16T06:13:24.833085+00:00
771758944.865929,771759086.866324,771759184.866596,4.291262030164944e-06,C,241.0,2.9895281841163523e-06,2024-06-15,1994-06-16T09:31:26.866324+00:00
771765665.8846849,771765759.884949,771765944.885469,7.592037036374677e-06,C,280.0,2.4300884433614556e-06,2024-06-15,1994-06-16T11:22:39.884949+00:00
